species,Landuse,Pres
Lolium pratense,OpenDryPoor,1
Lolium pratense,OpenWetPoor,1
Lolium pratense,OpenDryRich,1
Lolium pratense,OpenWetRich,1
Lonicera periclymenum,ForestDryPoor,1
Lonicera periclymenum,ForestWetPoor,1
Lonicera periclymenum,OpenDryPoor,1
Lonicera periclymenum,OpenWetPoor,1
Lonicera xylosteum,ForestDryPoor,1
Lonicera xylosteum,ForestWetPoor,1
Lonicera xylosteum,ForestDryRich,1
Lonicera xylosteum,ForestWetRich,1
Lonicera xylosteum,OpenDryPoor,1
Lonicera xylosteum,OpenWetPoor,1
Lonicera xylosteum,OpenDryRich,1
Lonicera xylosteum,OpenWetRich,1
Lotus corniculatus,ForestWetPoor,1
Lotus corniculatus,OpenWetPoor,1
Lotus maritimus,OpenDryPoor,1
Lotus maritimus,OpenWetPoor,1
Lotus pedunculatus,ForestDryPoor,1
Lotus pedunculatus,ForestWetPoor,1
Lotus pedunculatus,OpenDryPoor,1
Lotus pedunculatus,OpenWetPoor,1
Lotus tenuis,ForestDryPoor,1
Lotus tenuis,ForestWetPoor,1
Lotus tenuis,ForestDryRich,1
Lotus tenuis,ForestWetRich,1
Lotus tenuis,OpenDryPoor,1
Lotus tenuis,OpenWetPoor,1
Lotus tenuis,OpenDryRich,1
Lotus tenuis,OpenWetRich,1
Lunaria rediviva,ForestDryPoor,1
Lunaria rediviva,ForestWetPoor,1
Lunaria rediviva,ForestDryRich,1
Lunaria rediviva,ForestWetRich,1
Luronium natans,OpenWetPoor,1
Luzula campestris,ForestDryPoor,1
Luzula campestris,ForestWetPoor,1
Luzula campestris,OpenDryPoor,1
Luzula campestris,OpenWetPoor,1
Luzula pilosa,ForestDryPoor,1
Luzula pilosa,ForestWetPoor,1
Luzula sylvatica,ForestDryPoor,1
Luzula sylvatica,ForestWetPoor,1
Luzula sylvatica,OpenDryPoor,1
Luzula sylvatica,OpenWetPoor,1
Lycopodiella inundata,OpenWetPoor,1
Lycopodium clavatum,ForestDryPoor,1
Lycopodium clavatum,ForestWetPoor,1
Lycopodium clavatum,OpenDryPoor,1
Lycopodium clavatum,OpenWetPoor,1
Lycopus europaeus,ForestWetPoor,1
Lycopus europaeus,ForestWetRich,1
Lycopus europaeus,OpenWetPoor,1
Lycopus europaeus,OpenWetRich,1
Lysimachia arvensis,ForestDryPoor,1
Lysimachia arvensis,ForestWetPoor,1
Lysimachia arvensis,ForestDryRich,1
Lysimachia arvensis,ForestWetRich,1
Lysimachia arvensis,OpenDryPoor,1
Lysimachia arvensis,OpenWetPoor,1
Lysimachia arvensis,OpenDryRich,1
Lysimachia arvensis,OpenWetRich,1
Lysimachia maritima,ForestDryPoor,1
Lysimachia maritima,ForestWetPoor,1
Lysimachia maritima,ForestDryRich,1
Lysimachia maritima,ForestWetRich,1
Lysimachia maritima,OpenDryPoor,1
Lysimachia maritima,OpenWetPoor,1
Lysimachia maritima,OpenDryRich,1
Lysimachia maritima,OpenWetRich,1
Lysimachia minima,ForestDryPoor,1
Lysimachia minima,ForestWetPoor,1
Lysimachia minima,OpenDryPoor,1
Lysimachia minima,OpenWetPoor,1
Lysimachia nemorum,ForestDryPoor,1
Lysimachia nemorum,ForestWetPoor,1
Lysimachia nemorum,ForestDryRich,1
Lysimachia nemorum,ForestWetRich,1
Lysimachia nemorum,OpenDryPoor,1
Lysimachia nemorum,OpenWetPoor,1
Lysimachia nemorum,OpenDryRich,1
Lysimachia nemorum,OpenWetRich,1
Lysimachia nummularia,ForestDryPoor,1
Lysimachia nummularia,ForestWetPoor,1
Lysimachia nummularia,ForestDryRich,1
Lysimachia nummularia,ForestWetRich,1
Lysimachia thyrsiflora,ForestWetPoor,1
Lysimachia thyrsiflora,OpenWetPoor,1
Lysimachia vulgaris,ForestWetPoor,1
Lysimachia vulgaris,ForestWetRich,1
Lysimachia vulgaris,OpenWetPoor,1
Lysimachia vulgaris,OpenWetRich,1
Lythrum portula,ForestDryPoor,1
Lythrum portula,ForestWetPoor,1
Lythrum portula,OpenDryPoor,1
Lythrum portula,OpenWetPoor,1
Lythrum salicaria,ForestWetPoor,1
Lythrum salicaria,ForestWetRich,1
Lythrum salicaria,OpenWetPoor,1
Lythrum salicaria,OpenWetRich,1
Maianthemum bifolium,ForestDryPoor,1
Maianthemum bifolium,ForestWetPoor,1
Malus sylvestris,ForestDryPoor,1
Malus sylvestris,ForestWetPoor,1
Malus sylvestris,ForestDryRich,1
Malus sylvestris,ForestWetRich,1
Malus sylvestris,OpenDryPoor,1
Malus sylvestris,OpenWetPoor,1
Malus sylvestris,OpenDryRich,1
Malus sylvestris,OpenWetRich,1
Malva alcea,OpenDryPoor,1
Malva alcea,OpenWetPoor,1
Malva alcea,OpenDryRich,1
Malva alcea,OpenWetRich,1
Matteuccia struthiopteris,ForestDryPoor,1
Matteuccia struthiopteris,ForestWetPoor,1
Matteuccia struthiopteris,ForestDryRich,1
Matteuccia struthiopteris,ForestWetRich,1
Matteuccia struthiopteris,OpenDryPoor,1
Matteuccia struthiopteris,OpenWetPoor,1
Matteuccia struthiopteris,OpenDryRich,1
Matteuccia struthiopteris,OpenWetRich,1
Medicago lupulina,ForestDryPoor,1
Medicago lupulina,ForestWetPoor,1
Medicago lupulina,OpenDryPoor,1
Medicago lupulina,OpenWetPoor,1
Medicago minima,OpenDryPoor,1
Medicago minima,OpenDryRich,1
Medicago sativa,OpenDryPoor,1
Medicago sativa,OpenWetPoor,1
Medicago sativa,OpenDryRich,1
Medicago sativa,OpenWetRich,1
Melampyrum arvense,ForestDryPoor,1
Melampyrum arvense,OpenDryPoor,1
Melampyrum cristatum,ForestDryPoor,1
Melampyrum cristatum,OpenDryPoor,1
Melampyrum nemorosum,ForestDryPoor,1
Melampyrum nemorosum,ForestWetPoor,1
Melampyrum nemorosum,OpenDryPoor,1
Melampyrum nemorosum,OpenWetPoor,1
Melampyrum pratense,ForestDryPoor,1
Melampyrum pratense,ForestWetPoor,1
Melampyrum pratense,OpenDryPoor,1
Melampyrum pratense,OpenWetPoor,1
Melampyrum sylvaticum,ForestDryPoor,1
Melampyrum sylvaticum,ForestWetPoor,1
Melica nutans,ForestDryPoor,1
Melica nutans,ForestWetPoor,1
Melica uniflora,ForestDryPoor,1
Melica uniflora,ForestWetPoor,1
Melica uniflora,ForestDryRich,1
Melica uniflora,ForestWetRich,1
Melilotus altissimus,OpenDryPoor,1
Melilotus altissimus,OpenWetPoor,1
Melilotus altissimus,OpenDryRich,1
Melilotus altissimus,OpenWetRich,1
Melilotus dentatus,ForestDryPoor,1
Melilotus dentatus,ForestWetPoor,1
Melilotus dentatus,OpenDryPoor,1
Melilotus dentatus,OpenWetPoor,1
Mentha aquatica,ForestWetPoor,1
Mentha aquatica,ForestWetRich,1
Mentha aquatica,OpenWetPoor,1
Mentha aquatica,OpenWetRich,1
Mentha arvensis,ForestDryPoor,1
Mentha arvensis,ForestWetPoor,1
Mentha arvensis,ForestDryRich,1
Mentha arvensis,ForestWetRich,1
Mentha arvensis,OpenDryPoor,1
Mentha arvensis,OpenWetPoor,1
Mentha arvensis,OpenDryRich,1
Mentha arvensis,OpenWetRich,1
Menyanthes trifoliata,ForestWetPoor,1
Menyanthes trifoliata,OpenWetPoor,1
Mercurialis perennis,ForestDryPoor,1
Mercurialis perennis,ForestWetPoor,1
Mercurialis perennis,ForestDryRich,1
Mercurialis perennis,ForestWetRich,1
Mercurialis perennis,OpenDryPoor,1
Mercurialis perennis,OpenWetPoor,1
Mercurialis perennis,OpenDryRich,1
Mercurialis perennis,OpenWetRich,1
Mertensia maritima,OpenDryPoor,1
Mertensia maritima,OpenWetPoor,1
Mertensia maritima,OpenDryRich,1
Mertensia maritima,OpenWetRich,1
Milium effusum,ForestDryPoor,1
Milium effusum,ForestWetPoor,1
Milium effusum,ForestDryRich,1
Milium effusum,ForestWetRich,1
Moehringia trinervia,ForestDryPoor,1
Moehringia trinervia,ForestWetPoor,1
Moehringia trinervia,ForestDryRich,1
Moehringia trinervia,ForestWetRich,1
Molinia caerulea,ForestDryPoor,1
Molinia caerulea,ForestWetPoor,1
Molinia caerulea,OpenDryPoor,1
Molinia caerulea,OpenWetPoor,1
Moneses uniflora,ForestDryPoor,1
Moneses uniflora,ForestWetPoor,1
Montia arvensis,ForestDryPoor,1
Montia arvensis,ForestWetPoor,1
Montia arvensis,ForestDryRich,1
Montia arvensis,ForestWetRich,1
Montia arvensis,OpenDryPoor,1
Montia arvensis,OpenWetPoor,1
Montia arvensis,OpenDryRich,1
Montia arvensis,OpenWetRich,1
Montia fontana,OpenWetPoor,1
Mycelis muralis,ForestDryPoor,1
Mycelis muralis,ForestWetPoor,1
Mycelis muralis,ForestDryRich,1
Mycelis muralis,ForestWetRich,1
Myosotis arvensis,ForestDryPoor,1
Myosotis arvensis,ForestWetPoor,1
Myosotis arvensis,ForestDryRich,1
Myosotis arvensis,ForestWetRich,1
Myosotis arvensis,OpenDryPoor,1
Myosotis arvensis,OpenWetPoor,1
Myosotis arvensis,OpenDryRich,1
Myosotis arvensis,OpenWetRich,1
Myosotis discolor,ForestDryPoor,1
Myosotis discolor,OpenDryPoor,1
Myosotis ramosissima,OpenDryPoor,1
Myosotis ramosissima,OpenDryRich,1
Myosotis scorpioides,ForestDryPoor,1
Myosotis scorpioides,ForestWetPoor,1
Myosotis scorpioides,ForestDryRich,1
Myosotis scorpioides,ForestWetRich,1
Myosotis scorpioides,OpenDryPoor,1
Myosotis scorpioides,OpenWetPoor,1
Myosotis scorpioides,OpenDryRich,1
Myosotis scorpioides,OpenWetRich,1
Myosotis stricta,OpenDryPoor,1
Myosotis sylvatica,ForestDryPoor,1
Myosotis sylvatica,ForestWetPoor,1
Myosotis sylvatica,ForestDryRich,1
Myosotis sylvatica,ForestWetRich,1
Myosotis sylvatica,OpenDryPoor,1
Myosotis sylvatica,OpenWetPoor,1
Myosotis sylvatica,OpenDryRich,1
Myosotis sylvatica,OpenWetRich,1
Myosurus minimus,OpenDryPoor,1
Myosurus minimus,OpenWetPoor,1
Myrica gale,ForestWetPoor,1
Myrica gale,OpenWetPoor,1
Myriophyllum alterniflorum,ForestWetPoor,1
Myriophyllum alterniflorum,OpenWetPoor,1
Myriophyllum spicatum,ForestWetPoor,1
Myriophyllum spicatum,ForestWetRich,1
Myriophyllum spicatum,OpenWetPoor,1
Myriophyllum spicatum,OpenWetRich,1
Myriophyllum verticillatum,ForestWetPoor,1
Myriophyllum verticillatum,ForestWetRich,1
Myriophyllum verticillatum,OpenWetPoor,1
Myriophyllum verticillatum,OpenWetRich,1
Najas flexilis,ForestWetPoor,1
Najas flexilis,OpenWetPoor,1
Najas marina,ForestWetPoor,1
Najas marina,ForestWetRich,1
Najas marina,OpenWetPoor,1
Najas marina,OpenWetRich,1
Nardus stricta,OpenDryPoor,1
Nardus stricta,OpenWetPoor,1
Narthecium ossifragum,OpenWetPoor,1
Nasturtium microphyllum,ForestWetPoor,1
Nasturtium microphyllum,ForestWetRich,1
Nasturtium microphyllum,OpenWetPoor,1
Nasturtium microphyllum,OpenWetRich,1
Nasturtium officinale,ForestWetPoor,1
Nasturtium officinale,ForestWetRich,1
Nasturtium officinale,OpenWetPoor,1
Nasturtium officinale,OpenWetRich,1
Neotinea ustulata,ForestDryPoor,1
Neotinea ustulata,ForestWetPoor,1
Neotinea ustulata,OpenDryPoor,1
Neotinea ustulata,OpenWetPoor,1
Neottia cordata,ForestDryPoor,1
Neottia cordata,ForestWetPoor,1
Neottia nidus-avis,ForestDryPoor,1
Neottia nidus-avis,ForestWetPoor,1
Neottia ovata,ForestDryPoor,1
Neottia ovata,ForestWetPoor,1
Neottia ovata,ForestDryRich,1
Neottia ovata,ForestWetRich,1
Neottia ovata,OpenDryPoor,1
Neottia ovata,OpenWetPoor,1
Neottia ovata,OpenDryRich,1
Neottia ovata,OpenWetRich,1
Nuphar lutea,ForestWetPoor,1
Nuphar lutea,ForestWetRich,1
Nuphar lutea,OpenWetPoor,1
Nuphar lutea,OpenWetRich,1
Nuphar pumila,ForestWetPoor,1
Nuphar pumila,OpenWetPoor,1
Nymphaea alba,ForestWetPoor,1
Nymphaea alba,ForestWetRich,1
Nymphaea alba,OpenWetPoor,1
Nymphaea alba,OpenWetRich,1
Odontites litoralis,OpenDryPoor,1
Odontites litoralis,OpenWetPoor,1
Oenanthe aquatica,ForestWetPoor,1
Oenanthe aquatica,ForestWetRich,1
Oenanthe aquatica,OpenWetPoor,1
Oenanthe aquatica,OpenWetRich,1
Oenanthe fistulosa,ForestWetPoor,1
Oenanthe fistulosa,ForestWetRich,1
Oenanthe fistulosa,OpenWetPoor,1
Oenanthe fistulosa,OpenWetRich,1
Oenanthe fluviatilis,ForestWetPoor,1
Oenanthe fluviatilis,ForestWetRich,1
Oenanthe fluviatilis,OpenWetPoor,1
Oenanthe fluviatilis,OpenWetRich,1
Oenanthe lachenalii,OpenDryPoor,1
Oenanthe lachenalii,OpenWetPoor,1
Oenanthe lachenalii,OpenDryRich,1
Oenanthe lachenalii,OpenWetRich,1
Oenothera ammophila,OpenDryPoor,1
Oenothera ammophila,OpenWetPoor,1
Oenothera ammophila,OpenDryRich,1
Oenothera ammophila,OpenWetRich,1
Ononis spinosa,OpenDryPoor,1
Ononis spinosa,OpenWetPoor,1
Ophioglossum vulgatum,ForestDryPoor,1
Ophioglossum vulgatum,ForestWetPoor,1
Ophioglossum vulgatum,OpenDryPoor,1
Ophioglossum vulgatum,OpenWetPoor,1
Ophrys apifera,ForestDryPoor,1
Ophrys apifera,ForestWetPoor,1
Ophrys apifera,OpenDryPoor,1
Ophrys apifera,OpenWetPoor,1
Ophrys insectifera,ForestDryPoor,1
Ophrys insectifera,ForestWetPoor,1
Ophrys insectifera,OpenDryPoor,1
Ophrys insectifera,OpenWetPoor,1
Orchis mascula,ForestDryPoor,1
Orchis mascula,ForestWetPoor,1
Orchis mascula,OpenDryPoor,1
Orchis mascula,OpenWetPoor,1
Orchis purpurea,ForestDryPoor,1
Orchis purpurea,ForestWetPoor,1
Orchis purpurea,OpenDryPoor,1
Orchis purpurea,OpenWetPoor,1
Oreopteris limbosperma,ForestDryPoor,1
Oreopteris limbosperma,ForestWetPoor,1
Oreoselinum nigrum,ForestDryPoor,1
Oreoselinum nigrum,OpenDryPoor,1
Origanum vulgare,ForestDryPoor,1
Origanum vulgare,OpenDryPoor,1
Ornithopus perpusillus,ForestDryPoor,1
Ornithopus perpusillus,OpenDryPoor,1
Orobanche elatior,ForestDryPoor,1
Orobanche elatior,ForestWetPoor,1
Orobanche elatior,OpenDryPoor,1
Orobanche elatior,OpenWetPoor,1
Orobanche reticulata,ForestDryPoor,1
Orobanche reticulata,ForestWetPoor,1
Orobanche reticulata,ForestDryRich,1
Orobanche reticulata,ForestWetRich,1
Orobanche reticulata,OpenDryPoor,1
Orobanche reticulata,OpenWetPoor,1
Orobanche reticulata,OpenDryRich,1
Orobanche reticulata,OpenWetRich,1
Orthilia secunda,ForestDryPoor,1
Orthilia secunda,ForestWetPoor,1
Osmunda regalis,ForestWetPoor,1
Osmunda regalis,OpenWetPoor,1
Oxalis acetosella,ForestDryPoor,1
Oxalis acetosella,ForestWetPoor,1
Oxalis acetosella,ForestDryRich,1
Oxalis acetosella,ForestWetRich,1
Oxalis acetosella,OpenDryPoor,1
Oxalis acetosella,OpenWetPoor,1
Oxalis acetosella,OpenDryRich,1
Oxalis acetosella,OpenWetRich,1
Oxybasis chenopodioides,OpenDryRich,1
Oxybasis chenopodioides,OpenWetRich,1
Oxybasis glauca,OpenDryPoor,1
Oxybasis glauca,OpenWetPoor,1
Oxybasis glauca,OpenDryRich,1
Oxybasis glauca,OpenWetRich,1
Oxybasis rubra,OpenDryPoor,1
Oxybasis rubra,OpenWetPoor,1
Oxybasis rubra,OpenDryRich,1
Oxybasis rubra,OpenWetRich,1
Parapholis strigosa,OpenDryPoor,1
Parapholis strigosa,OpenWetPoor,1
Paris quadrifolia,ForestDryPoor,1
Paris quadrifolia,ForestWetPoor,1
Paris quadrifolia,ForestDryRich,1
Paris quadrifolia,ForestWetRich,1
Parnassia palustris,OpenWetPoor,1
Pedicularis palustris,ForestWetPoor,1
Pedicularis palustris,OpenWetPoor,1
Pedicularis sceptrum-carolinum,OpenDryPoor,1
Pedicularis sceptrum-carolinum,OpenWetPoor,1
Pedicularis sylvatica,ForestDryPoor,1
Pedicularis sylvatica,ForestWetPoor,1
Pedicularis sylvatica,OpenDryPoor,1
Pedicularis sylvatica,OpenWetPoor,1
Persicaria amphibia,ForestWetPoor,1
Persicaria amphibia,ForestWetRich,1
Persicaria amphibia,OpenWetPoor,1
Persicaria amphibia,OpenWetRich,1
Persicaria hydropiper,ForestWetPoor,1
Persicaria hydropiper,ForestWetRich,1
Persicaria hydropiper,OpenWetPoor,1
Persicaria hydropiper,OpenWetRich,1
Persicaria lapathifolia,ForestDryPoor,1
Persicaria lapathifolia,ForestWetPoor,1
Persicaria lapathifolia,ForestDryRich,1
Persicaria lapathifolia,ForestWetRich,1
Persicaria lapathifolia,OpenDryPoor,1
Persicaria lapathifolia,OpenWetPoor,1
Persicaria lapathifolia,OpenDryRich,1
Persicaria lapathifolia,OpenWetRich,1
Persicaria maculosa,ForestDryPoor,1
Persicaria maculosa,ForestWetPoor,1
Persicaria maculosa,ForestDryRich,1
Persicaria maculosa,ForestWetRich,1
Persicaria maculosa,OpenDryPoor,1
Persicaria maculosa,OpenWetPoor,1
Persicaria maculosa,OpenDryRich,1
Persicaria maculosa,OpenWetRich,1
Persicaria minor,ForestWetPoor,1
Persicaria minor,ForestWetRich,1
Persicaria minor,OpenWetPoor,1
Persicaria minor,OpenWetRich,1
Petasites albus,ForestDryPoor,1
Petasites albus,ForestWetPoor,1
Petasites albus,ForestDryRich,1
Petasites albus,ForestWetRich,1
Petasites spurius,OpenDryPoor,1
Petasites spurius,OpenWetPoor,1
Petasites spurius,OpenDryRich,1
Petasites spurius,OpenWetRich,1
Petrorhagia prolifera,OpenDryPoor,1
Phalaris arundinacea,ForestWetPoor,1
Phalaris arundinacea,ForestWetRich,1
Phalaris arundinacea,OpenWetPoor,1
Phalaris arundinacea,OpenWetRich,1
Phegopteris connectilis,ForestDryPoor,1
Phegopteris connectilis,ForestWetPoor,1
Phleum arenarium,OpenDryPoor,1
Phleum phleoides,OpenDryPoor,1
Phragmites australis,ForestWetPoor,1
Phragmites australis,ForestWetRich,1
Phragmites australis,OpenWetPoor,1
Phragmites australis,OpenWetRich,1
Phyteuma spicatum,ForestDryPoor,1
Phyteuma spicatum,ForestWetPoor,1
Phyteuma spicatum,OpenDryPoor,1
Phyteuma spicatum,OpenWetPoor,1
Picea abies,ForestDryPoor,1
Picea abies,ForestWetPoor,1
Picea abies,OpenDryPoor,1
Picea abies,OpenWetPoor,1
Picris hieracioides,OpenDryPoor,1
Picris hieracioides,OpenDryRich,1
Pilosella lactucella,OpenDryPoor,1
Pilosella lactucella,OpenWetPoor,1
Pilosella officinarum,ForestDryPoor,1
Pilosella officinarum,OpenDryPoor,1
Pilosella peleteriana,ForestDryPoor,1
Pilosella peleteriana,OpenDryPoor,1
Pilularia globulifera,OpenWetPoor,1
Pimpinella major,ForestDryPoor,1
Pimpinella major,ForestWetPoor,1
Pimpinella major,ForestDryRich,1
Pimpinella major,ForestWetRich,1
Pimpinella major,OpenDryPoor,1
Pimpinella major,OpenWetPoor,1
Pimpinella major,OpenDryRich,1
Pimpinella major,OpenWetRich,1
Pimpinella saxifraga,ForestDryPoor,1
Pimpinella saxifraga,OpenDryPoor,1
Pinguicula vulgaris,OpenWetPoor,1
Pinus sylvestris,ForestDryPoor,1
Pinus sylvestris,ForestWetPoor,1
Pinus sylvestris,OpenDryPoor,1
Pinus sylvestris,OpenWetPoor,1
Plantago coronopus,OpenDryPoor,1
Plantago coronopus,OpenWetPoor,1
Plantago lanceolata,ForestDryPoor,1
Plantago lanceolata,ForestWetPoor,1
Plantago lanceolata,OpenDryPoor,1
Plantago lanceolata,OpenWetPoor,1
Plantago major,ForestDryPoor,1
Plantago major,ForestWetPoor,1
Plantago major,ForestDryRich,1
Plantago major,ForestWetRich,1
Plantago major,OpenDryPoor,1
Plantago major,OpenWetPoor,1
Plantago major,OpenDryRich,1
Plantago major,OpenWetRich,1
Plantago maritima,OpenDryPoor,1
Plantago maritima,OpenWetPoor,1
Plantago media,ForestDryPoor,1
Plantago media,ForestWetPoor,1
Plantago media,OpenDryPoor,1
Plantago media,OpenWetPoor,1
Platanthera bifolia,ForestDryPoor,1
Platanthera bifolia,ForestWetPoor,1
Platanthera bifolia,OpenDryPoor,1
Platanthera bifolia,OpenWetPoor,1
Platanthera chlorantha,ForestDryPoor,1
Platanthera chlorantha,ForestWetPoor,1
Platanthera chlorantha,OpenDryPoor,1
Platanthera chlorantha,OpenWetPoor,1
Poa annua,ForestDryPoor,1
Poa annua,ForestWetPoor,1
Poa annua,ForestDryRich,1
Poa annua,ForestWetRich,1
Poa annua,OpenDryPoor,1
Poa annua,OpenWetPoor,1
Poa annua,OpenDryRich,1
Poa annua,OpenWetRich,1
Poa bulbosa,OpenDryPoor,1
Poa compressa,OpenDryPoor,1
Poa nemoralis,ForestDryPoor,1
Poa nemoralis,ForestWetPoor,1
Poa nemoralis,OpenDryPoor,1
Poa nemoralis,OpenWetPoor,1
Poa palustris,ForestWetPoor,1
Poa palustris,ForestWetRich,1
Poa palustris,OpenWetPoor,1
Poa palustris,OpenWetRich,1
Poa pratensis,ForestWetPoor,1
Poa pratensis,ForestWetRich,1
Poa pratensis,OpenWetPoor,1
Poa pratensis,OpenWetRich,1
Poa remota,ForestDryPoor,1
Poa remota,ForestWetPoor,1
Poa remota,ForestDryRich,1
Poa remota,ForestWetRich,1
Poa remota,OpenDryPoor,1
Poa remota,OpenWetPoor,1
Poa remota,OpenDryRich,1
Poa remota,OpenWetRich,1
Poa supina,ForestDryPoor,1
Poa supina,ForestWetPoor,1
Poa supina,ForestDryRich,1
Poa supina,ForestWetRich,1
Poa supina,OpenDryPoor,1
Poa supina,OpenWetPoor,1
Poa supina,OpenDryRich,1
Poa supina,OpenWetRich,1
Poa trivialis,ForestDryPoor,1
Poa trivialis,ForestWetPoor,1
Poa trivialis,ForestDryRich,1
Poa trivialis,ForestWetRich,1
Poa trivialis,OpenDryPoor,1
Poa trivialis,OpenWetPoor,1
Poa trivialis,OpenDryRich,1
Poa trivialis,OpenWetRich,1
Polygala amarella,OpenDryPoor,1
Polygala amarella,OpenWetPoor,1
Polygala serpyllifolia,OpenDryPoor,1
Polygala serpyllifolia,OpenWetPoor,1
Polygala vulgaris,ForestDryPoor,1
Polygala vulgaris,ForestWetPoor,1
Polygala vulgaris,OpenDryPoor,1
Polygala vulgaris,OpenWetPoor,1
Polygonatum multiflorum,ForestDryPoor,1
Polygonatum multiflorum,ForestWetPoor,1
Polygonatum multiflorum,OpenDryPoor,1
Polygonatum multiflorum,OpenWetPoor,1
Polygonatum odoratum,ForestDryPoor,1
Polygonatum odoratum,OpenDryPoor,1
Polygonatum verticillatum,ForestDryPoor,1
Polygonatum verticillatum,ForestWetPoor,1
Polygonatum verticillatum,ForestDryRich,1
Polygonatum verticillatum,ForestWetRich,1
Polygonatum verticillatum,OpenDryPoor,1
Polygonatum verticillatum,OpenWetPoor,1
Polygonatum verticillatum,OpenDryRich,1
Polygonatum verticillatum,OpenWetRich,1
Polygonum aviculare,ForestDryPoor,1
Polygonum aviculare,ForestWetPoor,1
Polygonum aviculare,ForestDryRich,1
Polygonum aviculare,ForestWetRich,1
Polygonum aviculare,OpenDryPoor,1
Polygonum aviculare,OpenWetPoor,1
Polygonum aviculare,OpenDryRich,1
Polygonum aviculare,OpenWetRich,1
Polygonum oxyspermum,OpenDryRich,1
Polygonum oxyspermum,OpenWetRich,1
Polypodium interjectum,ForestDryPoor,1
Polypodium interjectum,ForestWetPoor,1
Polypodium interjectum,OpenDryPoor,1
Polypodium interjectum,OpenWetPoor,1
Polypodium vulgare,ForestDryPoor,1
Polypodium vulgare,ForestWetPoor,1
Polypodium vulgare,OpenDryPoor,1
Polypodium vulgare,OpenWetPoor,1
Polystichum aculeatum,ForestDryPoor,1
Polystichum aculeatum,ForestWetPoor,1
Polystichum aculeatum,ForestDryRich,1
Polystichum aculeatum,ForestWetRich,1
Populus tremula,ForestDryPoor,1
Populus tremula,ForestWetPoor,1
Populus tremula,OpenDryPoor,1
Populus tremula,OpenWetPoor,1
Potamogeton acutifolius,ForestWetPoor,1
Potamogeton acutifolius,ForestWetRich,1
Potamogeton acutifolius,OpenWetPoor,1
Potamogeton acutifolius,OpenWetRich,1
Potamogeton alpinus,ForestWetPoor,1
Potamogeton alpinus,OpenWetPoor,1
Potamogeton berchtoldii,ForestWetPoor,1
Potamogeton berchtoldii,ForestWetRich,1
Potamogeton berchtoldii,OpenWetPoor,1
Potamogeton berchtoldii,OpenWetRich,1
Potamogeton coloratus,ForestWetPoor,1
Potamogeton coloratus,ForestWetRich,1
Potamogeton coloratus,OpenWetPoor,1
Potamogeton coloratus,OpenWetRich,1
Potamogeton compressus,ForestWetPoor,1
Potamogeton compressus,OpenWetPoor,1
Potamogeton crispus,ForestWetPoor,1
Potamogeton crispus,ForestWetRich,1
Potamogeton crispus,OpenWetPoor,1
Potamogeton crispus,OpenWetRich,1
Potamogeton friesii,ForestWetPoor,1
Potamogeton friesii,ForestWetRich,1
Potamogeton friesii,OpenWetPoor,1
Potamogeton friesii,OpenWetRich,1
Potamogeton gramineus,ForestWetPoor,1
Potamogeton gramineus,OpenWetPoor,1
Potamogeton lucens,ForestWetPoor,1
Potamogeton lucens,ForestWetRich,1
Potamogeton lucens,OpenWetPoor,1
Potamogeton lucens,OpenWetRich,1
Potamogeton natans,ForestWetPoor,1
Potamogeton natans,ForestWetRich,1
Potamogeton natans,OpenWetPoor,1
Potamogeton natans,OpenWetRich,1
Potamogeton obtusifolius,ForestWetPoor,1
Potamogeton obtusifolius,ForestWetRich,1
Potamogeton obtusifolius,OpenWetPoor,1
Potamogeton obtusifolius,OpenWetRich,1
Potamogeton perfoliatus,ForestWetPoor,1
Potamogeton perfoliatus,OpenWetPoor,1
Potamogeton polygonifolius,ForestWetPoor,1
Potamogeton polygonifolius,OpenWetPoor,1
Potamogeton praelongus,ForestWetPoor,1
Potamogeton praelongus,OpenWetPoor,1
Potamogeton pusillus,ForestWetPoor,1
Potamogeton pusillus,ForestWetRich,1
Potamogeton pusillus,OpenWetPoor,1
Potamogeton pusillus,OpenWetRich,1
Potamogeton rutilus,ForestWetPoor,1
Potamogeton rutilus,ForestWetRich,1
Potamogeton rutilus,OpenWetPoor,1
Potamogeton rutilus,OpenWetRich,1
Potamogeton trichoides,ForestWetPoor,1
Potamogeton trichoides,ForestWetRich,1
Potamogeton trichoides,OpenWetPoor,1
Potamogeton trichoides,OpenWetRich,1
Potentilla anglica,ForestDryPoor,1
Potentilla anglica,ForestWetPoor,1
Potentilla anglica,OpenDryPoor,1
Potentilla anglica,OpenWetPoor,1
Potentilla argentea,OpenDryPoor,1
Potentilla erecta,ForestDryPoor,1
Potentilla erecta,ForestWetPoor,1
Potentilla erecta,OpenDryPoor,1
Potentilla erecta,OpenWetPoor,1
Potentilla heptaphylla,ForestDryPoor,1
Potentilla heptaphylla,OpenDryPoor,1
Potentilla reptans,ForestDryPoor,1
Potentilla reptans,ForestWetPoor,1
Potentilla reptans,ForestDryRich,1
Potentilla reptans,ForestWetRich,1
Potentilla reptans,OpenDryPoor,1
Potentilla reptans,OpenWetPoor,1
Potentilla reptans,OpenDryRich,1
Potentilla reptans,OpenWetRich,1
Potentilla sterilis,ForestDryPoor,1
Potentilla sterilis,ForestWetPoor,1
Potentilla sterilis,ForestDryRich,1
